trader_id,symbol,side,open_time,close_time,volume,entry_price,exit_price,pnl_net,trade_id,strategy_label,pnl_gross,pips,balance_after_trade,broker_commission,swaps,volume_alt_raw,quality_flag,quality_warning_codes,quality_error_codes,raw_row_number_1based,raw_source_file
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-08-09 14:35:00.401,2019-08-09 14:50:39.506,1.0,26346.6,26285.0,-61.6,22,LONDON_1B1S,-61.6,-61.6,4156.31,0.0,0.0,1.0,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,12,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-08-12 18:50:00.104,2019-08-12 19:43:02.890,0.8,25975.9,25851.5,99.52,26,RRL,99.52,124.4,4356.15,0.0,0.0,0.8,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,13,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-08-12 18:55:00.378,2019-08-12 19:43:02.666,0.8,25977.9,25852.5,100.32,25,RRL,100.32,125.4,4256.63,0.0,0.0,0.8,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,14,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-08-13 14:36:32.922,2019-08-13 14:46:08.029,1.0,25917.7,26041.6,123.9,28,LONDON_1B1S,123.9,123.9,4480.05,0.0,0.0,1.0,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,15,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-08-16 15:42:43.015,2019-08-16 20:55:00.115,1.0,25850.1,25908.6,58.5,32,LONDON_1B1S,58.5,58.5,4538.55,0.0,0.0,1.0,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,16,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-08-16 16:30:00.150,2019-08-16 20:55:00.115,0.3,25849.1,25908.6,17.85,33,RRL,17.85,59.5,4556.4,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,17,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-08-16 16:35:00.318,2019-08-16 20:55:00.115,0.3,25858.1,25908.6,15.15,34,RRL,15.15,50.5,4571.55,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,18,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-08-20 14:35:26.611,2019-08-20 16:02:48.794,0.8,26075.5,26137.5,-49.6,36,LONDON_1B1S,-49.6,-62.0,4521.95,0.0,0.0,0.8,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,19,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-08-22 14:35:01.745,2019-08-22 15:26:37.054,1.1,26320.1,26258.1,-68.2,38,LONDON_1B1S,-68.2,-62.0,4453.75,0.0,0.0,1.1,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,20,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-08-23 16:02:10.789,2019-08-23 16:04:12.888,0.8,26044.2,26105.8,-49.28,40,LONDON_1B1S,-49.28,-61.6,4404.47,0.0,0.0,0.8,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,21,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-08-23 18:25:00.331,2019-08-23 18:47:14.934,0.8,25715.1,25776.7,-49.28,43,RRL,-49.28,-61.6,4355.19,0.0,0.0,0.8,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,22,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-08-23 18:30:00.343,2019-08-23 18:47:39.822,0.8,25722.1,25784.2,-49.68,44,RRL,-49.68,-62.1,4305.51,0.0,0.0,0.8,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,23,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-08-29 14:37:00.629,2019-08-29 15:36:46.400,1.0,26328.3,26266.7,-61.6,46,LONDON_1B1S,-61.6,-61.6,4243.91,0.0,0.0,1.0,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,24,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-08-29 18:05:01.948,2019-08-29 20:55:00.077,0.3,26388.6,26365.0,-7.08,49,RRL,-7.08,-23.6,4236.83,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,25,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-08-29 18:10:00.346,2019-08-29 20:55:00.077,0.3,26380.1,26365.0,-4.53,50,RRL,-4.53,-15.1,4232.3,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,26,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-08-30 16:13:20.411,2019-08-30 16:49:33.272,0.8,26340.6,26402.5,-49.52,52,LONDON_1B1S,-49.52,-61.9,4182.78,0.0,0.0,0.8,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,27,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-09-03 16:30:30.539,2019-09-03 20:52:00.660,0.1,26077.1,26139.1,-6.2,54,LONDON_1B1S,-6.2,-62.0,4176.58,0.0,0.0,0.1,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,28,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-10-01 18:20:00.338,2019-10-01 20:55:00.115,0.6,26610.1,26600.2,5.94,57,RRL,5.94,9.9,4182.52,0.0,0.0,0.6,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,29,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-10-01 18:25:00.131,2019-10-01 20:55:00.115,0.6,26600.1,26600.2,-0.06,58,RRL,-0.06,-0.1,4182.46,0.0,0.0,0.6,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,30,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-10-03 15:36:16.080,2019-10-03 16:02:41.991,0.1,25973.7,26035.4,-6.17,60,LONDON_1B1S,-6.17,-61.7,4176.29,0.0,0.0,0.1,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,31,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-03 17:35:00.379,2019-10-03 20:55:00.115,0.3,26103.4,26142.4,11.7,63,RRL,11.7,39.0,4187.99,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,32,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-03 17:40:00.618,2019-10-03 20:55:00.115,0.3,26119.4,26142.4,6.9,64,RRL,6.9,23.0,4194.89,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,33,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-04 16:35:01.550,2019-10-04 20:37:58.790,0.3,26423.2,26546.0,36.84,67,RRL,36.84,122.8,4231.73,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,34,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-04 17:30:00.297,2019-10-04 20:40:42.723,0.3,26429.2,26552.0,36.84,68,RRL,36.84,122.8,4268.57,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,35,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-07 17:30:00.362,2019-10-07 19:50:46.381,0.3,26558.3,26494.3,-19.2,71,RRL,-19.2,-64.0,4249.37,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,36,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-07 18:25:00.361,2019-10-07 20:51:40.142,0.3,26543.9,26482.0,-18.57,72,RRL,-18.57,-61.9,4230.8,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,37,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-08 17:55:00.114,2019-10-08 19:57:35.332,0.3,26323.2,26257.6,-19.68,76,RRL,-19.68,-65.6,4192.64,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,38,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-08 18:30:00.591,2019-10-08 19:57:34.094,0.3,26339.7,26278.1,-18.48,75,RRL,-18.48,-61.6,4212.32,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,39,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-11 16:45:00.173,2019-10-11 17:02:46.303,0.3,26945.8,26883.7,-18.63,79,RRL,-18.63,-62.1,4174.01,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,40,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-11 16:50:00.164,2019-10-11 17:15:29.669,0.3,26930.8,26869.2,-18.48,80,RRL,-18.48,-61.6,4155.53,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,41,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-14 17:30:00.137,2019-10-14 20:55:00.115,0.3,26830.8,26808.5,-6.69,83,RRL,-6.69,-22.3,4148.84,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,42,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-14 18:00:00.350,2019-10-14 20:55:00.115,0.3,26833.2,26808.5,-7.41,84,RRL,-7.41,-24.7,4141.43,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,43,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-15 16:35:00.248,2019-10-15 20:55:00.115,0.3,27054.2,27033.1,-6.33,87,RRL,-6.33,-21.1,4135.1,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,44,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-15 16:40:00.970,2019-10-15 20:55:00.115,0.3,27043.2,27033.1,-3.03,88,RRL,-3.03,-10.1,4132.07,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,45,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-22 18:55:00.927,2019-10-22 19:51:13.077,0.3,26912.0,26848.4,-19.08,92,RRL,-19.08,-63.6,4094.21,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,46,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-22 19:00:00.659,2019-10-22 19:48:43.901,0.3,26920.5,26857.9,-18.78,91,RRL,-18.78,-62.6,4113.29,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,47,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-25 18:00:01.594,2019-10-25 20:55:00.115,0.3,26981.8,26956.4,-7.62,95,RRL,-7.62,-25.4,4086.59,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,48,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-10-25 18:05:00.920,2019-10-25 20:55:00.115,0.3,26981.8,26956.4,-7.62,96,RRL,-7.62,-25.4,4078.97,0.0,0.0,0.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,49,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-10-31 16:58:31.892,2019-10-31 20:55:00.115,0.1,27020.4,26990.9,2.95,98,LONDON_1B1S,2.95,29.5,4081.92,0.0,0.0,0.1,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,50,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-01 15:05:00.475,2019-11-01 20:55:00.115,1.3,27256.6,27323.4,86.84,101,LONDON_1B1S,86.84,66.8,4168.76,0.0,0.0,1.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,51,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-01 19:00:00.338,2019-11-01 20:55:00.115,0.6,27309.0,27323.4,8.64,102,RRL,8.64,14.4,4177.4,0.0,0.0,0.6,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,52,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-05 16:01:08.670,2019-11-05 16:11:36.142,1.3,27548.5,27484.6,-83.07,104,LONDON_1B1S,-83.07,-63.9,4094.33,0.0,0.0,1.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,53,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-07 15:35:00.187,2019-11-07 17:59:46.175,1.3,27646.3,27771.1,162.24,106,LONDON_1B1S,162.24,124.8,4256.57,0.0,0.0,1.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,54,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-07 18:00:00.207,2019-11-07 20:43:48.134,0.6,27774.7,27683.8,-54.54,109,RRL,-54.54,-90.9,4202.03,0.0,0.0,0.6,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,55,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-07 18:05:00.129,2019-11-07 20:43:52.126,0.6,27741.7,27676.3,-39.24,110,RRL,-39.24,-65.4,4162.79,0.0,0.0,0.6,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,56,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-11-08 16:30:00.540,2019-11-08 21:55:00.115,1.0,27622.3,27657.9,-35.6,112,LONDON_1B1S,-35.6,-35.6,4127.19,0.0,0.0,1.0,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,57,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-12 16:12:03.627,2019-11-12 20:15:11.040,1.3,27745.9,27683.5,-81.12,114,LONDON_1B1S,-81.12,-62.4,4046.07,0.0,0.0,1.3,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,58,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-11-14 17:48:39.659,2019-11-14 18:38:02.769,0.9,27685.0,27746.6,-55.44,116,LONDON_1B1S,-55.44,-61.6,3990.63,0.0,0.0,0.9,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,59,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-15 16:15:22.135,2019-11-15 21:55:00.115,1.2,27890.0,27965.6,90.72,120,LONDON_1B1S,90.72,75.6,4081.35,0.0,0.0,1.2,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,60,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-15 19:00:11.893,2019-11-15 21:55:00.115,0.6,27925.5,27965.6,24.06,121,RRL,24.06,40.1,4105.41,0.0,0.0,0.6,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,61,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-15 19:05:00.870,2019-11-15 21:55:00.115,0.6,27924.0,27965.6,24.96,122,RRL,24.96,41.6,4130.37,0.0,0.0,0.6,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,62,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-18 20:05:01.101,2019-11-18 21:55:00.115,0.6,28026.1,28024.1,-1.2,124,RRL,-1.2,-2.0,4129.17,0.0,0.0,0.6,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,63,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,SELL,2019-11-21 16:31:46.891,2019-11-21 18:18:56.756,1.0,27718.0,27780.1,-62.1,126,LONDON_1B1S,-62.1,-62.1,4067.07,0.0,0.0,1.0,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,64,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
2026-04_Quantum_US30_SingleTrader,US30,BUY,2019-11-22 19:55:02.678,2019-11-22 21:55:00.115,0.6,27853.3,27855.9,1.56,129,RRL,1.56,2.6,4068.63,0.0,0.0,0.6,WARN,trader_id_surrogate_case_level|timezone_unvalidated_parse_only,,65,"2026-04-02 18-45-49 History - Quantum_us30pepper (US30, m5, True, True, 0, 1, 61.5, 122.5, 9, 15, 7,).csv"
