trader_id,close_time,pnl_net,trades,win_rate,expectancy,pnl_std,volume_mean,hold_min_median,buy_share,e_sd
2026-04_Quantum_US30_SingleTrader,2019-08-01,182.77999999999997,26,0.4230769230769231,7.029999999999999,65.86611237958408,0.7,51.813116666666666,0.6153846153846154,0.10673166740867226
2026-04_Quantum_US30_SingleTrader,2019-09-01,-6.2,1,0.0,-6.2,,0.1,261.50201666666663,0.0,
2026-04_Quantum_US30_SingleTrader,2019-10-01,-94.66,22,0.2727272727272727,-4.302727272727273,16.455273053201253,0.3090909090909091,162.49143333333333,0.8181818181818182,-0.2614801503941139
2026-04_Quantum_US30_SingleTrader,2019-11-01,146.79000000000002,19,0.5263157894736842,7.725789473684212,67.64695626853924,0.9105263157894737,158.86661666666666,0.8421052631578947,0.11420749579648518
2026-04_Quantum_US30_SingleTrader,2019-12-01,46.839999999999996,11,0.5454545454545454,4.258181818181818,28.051113995056173,0.4,154.9420166666667,0.6363636363636364,0.15180080972656895
2026-04_Quantum_US30_SingleTrader,2020-01-01,-9.15000000000002,29,0.3793103448275862,-0.31551724137931103,39.06036679534886,0.4689655172413793,109.96475000000001,0.6551724137931034,-0.008077682501867377
2026-04_Quantum_US30_SingleTrader,2020-02-01,-149.51,22,0.3181818181818182,-6.795909090909091,49.6282033543611,0.6363636363636364,64.66058333333334,0.36363636363636365,-0.1369364319393984
2026-04_Quantum_US30_SingleTrader,2020-03-01,180.78,10,0.5,18.078,59.09577345292978,0.6,7.303658333333333,0.7,0.30591020209591235
2026-04_Quantum_US30_SingleTrader,2020-04-01,-41.15999999999998,7,0.2857142857142857,-5.879999999999997,54.47746690146303,0.6,86.24473333333334,1.0,-0.10793453393557265
2026-04_Quantum_US30_SingleTrader,2020-05-01,-14.799999999999983,27,0.2962962962962963,-0.5481481481481475,37.966428190121725,0.37777777777777777,76.70561666666667,0.7407407407407407,-0.014437706528600104
2026-04_Quantum_US30_SingleTrader,2020-06-01,-60.8,37,0.35135135135135137,-1.6432432432432431,54.618639525656754,0.6351351351351351,27.043066666666668,0.8378378378378378,-0.030085759321620234
2026-04_Quantum_US30_SingleTrader,2020-07-01,123.57,27,0.4074074074074074,4.576666666666666,43.84916296017168,0.4555555555555555,48.46601666666666,0.7777777777777778,0.10437295395635408
2026-04_Quantum_US30_SingleTrader,2020-08-01,211.15,26,0.5,8.121153846153847,52.985273450416244,0.5384615384615384,194.9934583333333,0.8461538461538461,0.15327190589577014
2026-04_Quantum_US30_SingleTrader,2020-10-01,283.29,21,0.5238095238095238,13.49,34.11070594402878,0.32857142857142857,134.51205,0.8571428571428571,0.3954770101250713
2026-04_Quantum_US30_SingleTrader,2020-11-01,157.11999999999998,26,0.38461538461538464,6.043076923076923,84.74950320889113,0.8423076923076922,29.65781666666667,0.8076923076923077,0.07130516043476866
2026-04_Quantum_US30_SingleTrader,2020-12-01,391.52,18,0.6666666666666666,21.75111111111111,45.065705349997685,0.4722222222222222,122.824425,0.7777777777777778,0.482653293500758
2026-04_Quantum_US30_SingleTrader,2021-01-01,-360.96,26,0.2692307692307692,-13.883076923076922,51.34456495242555,0.6153846153846154,48.649825,0.6923076923076923,-0.27039038963404594
2026-04_Quantum_US30_SingleTrader,2021-02-01,126.54,19,0.5789473684210527,6.66,53.61438913409554,0.7315789473684211,107.40608333333333,0.631578947368421,0.12422038388505371
2026-04_Quantum_US30_SingleTrader,2021-03-01,667.62,28,0.5,23.84357142857143,68.42648762719529,0.7857142857142857,99.31857500000001,0.8928571428571429,0.3484552876435395
2026-04_Quantum_US30_SingleTrader,2021-04-01,546.41,23,0.7391304347826086,23.75695652173913,57.80748720260933,0.8260869565217391,185.00175,0.8260869565217391,0.41096677387953967
