trader_id,period_start,pnl_net,trades,win_rate,expectancy,pnl_std,e_sd,hold_min_median,buy_share,volume_mean,warning_breaches,critical_breaches,warning_metrics,critical_metrics,consecutive_negative,robust_score,mahalanobis,psi_expectancy,status
2026-04_Quantum_US30_SingleTrader,2019-08-01,182.77999999999997,26,0.4230769230769231,7.029999999999999,65.86611237958408,0.10673166740867226,51.813116666666666,0.6153846153846154,0.7,0,0,,,0,0.7161956286967841,1.0750253057347905,0.0,GREEN
2026-04_Quantum_US30_SingleTrader,2019-09-01,-6.2,1,0.0,-6.2,,,261.50201666666663,0.0,0.1,1,1,hold_min_median,hold_min_median,1,4.908637561742745,8.68310124171927,0.0,RED
2026-04_Quantum_US30_SingleTrader,2019-10-01,-94.66,22,0.2727272727272727,-4.302727272727273,16.455273053201253,-0.2614801503941139,162.49143333333333,0.8181818181818182,0.3090909090909091,1,1,hold_min_median,hold_min_median,2,1.5154367459012474,3.7696692114539423,0.0,YELLOW
2026-04_Quantum_US30_SingleTrader,2019-11-01,146.79000000000002,19,0.5263157894736842,7.725789473684212,67.64695626853924,0.11420749579648518,158.86661666666666,0.8421052631578947,0.9105263157894737,1,1,hold_min_median,hold_min_median,0,1.1907284503311717,2.3248528755664997,0.0,GREEN
2026-04_Quantum_US30_SingleTrader,2019-12-01,46.839999999999996,11,0.5454545454545454,4.258181818181818,28.051113995056173,0.15180080972656895,154.9420166666667,0.6363636363636364,0.4,1,1,hold_min_median,hold_min_median,0,1.641014415525655,2.5882084272001227,0.0,GREEN
2026-04_Quantum_US30_SingleTrader,2020-01-01,-9.15000000000002,29,0.3793103448275862,-0.31551724137931103,39.06036679534886,-0.008077682501867377,109.96475000000001,0.6551724137931034,0.4689655172413793,1,0,hold_min_median,,1,1.1497649056208696,2.199726379287726,25.83919725127893,RED
2026-04_Quantum_US30_SingleTrader,2020-02-01,-149.51,22,0.3181818181818182,-6.795909090909091,49.6282033543611,-0.1369364319393984,64.66058333333334,0.36363636363636365,0.6363636363636364,0,0,,,2,1.5073933319067834,2.6923641764880526,25.83919725127893,RED
2026-04_Quantum_US30_SingleTrader,2020-03-01,180.78,10,0.5,18.078,59.09577345292978,0.30591020209591235,7.303658333333333,0.7,0.6,0,0,,,0,1.129581481496986,2.6244581638449453,25.551503612657168,RED
2026-04_Quantum_US30_SingleTrader,2020-04-01,-41.15999999999998,7,0.2857142857142857,-5.879999999999997,54.47746690146303,-0.10793453393557265,86.24473333333334,1.0,0.6,1,1,buy_share_high,buy_share_high,1,1.8604999330791046,4.326927821927359,16.600865078034595,RED
2026-04_Quantum_US30_SingleTrader,2020-05-01,-14.799999999999983,27,0.2962962962962963,-0.5481481481481475,37.966428190121725,-0.014437706528600104,76.70561666666667,0.7407407407407407,0.37777777777777777,0,0,,,2,0.9522526752162894,2.0956014737595754,8.748194156598531,RED
2026-04_Quantum_US30_SingleTrader,2020-06-01,-60.8,37,0.35135135135135137,-1.6432432432432431,54.618639525656754,-0.030085759321620234,27.043066666666668,0.8378378378378378,0.6351351351351351,0,0,,,3,1.2351321053716704,1.9747459701113985,9.446516510359947,RED
2026-04_Quantum_US30_SingleTrader,2020-07-01,123.57,27,0.4074074074074074,4.576666666666666,43.84916296017168,0.10437295395635408,48.46601666666666,0.7777777777777778,0.4555555555555555,0,0,,,0,0.6097615585421873,0.7597842365103593,10.70220626753757,RED
2026-04_Quantum_US30_SingleTrader,2020-08-01,211.15,26,0.5,8.121153846153847,52.985273450416244,0.15327190589577014,194.9934583333333,0.8461538461538461,0.5384615384615384,1,1,hold_min_median,hold_min_median,0,1.200357366040869,3.178300759142196,8.555631658398129,RED
2026-04_Quantum_US30_SingleTrader,2020-10-01,283.29,21,0.5238095238095238,13.49,34.11070594402878,0.3954770101250713,134.51205,0.8571428571428571,0.32857142857142857,1,0,hold_min_median,,0,1.0841076235341818,1.7789412420464044,7.457460640553842,RED
2026-04_Quantum_US30_SingleTrader,2020-11-01,157.11999999999998,26,0.38461538461538464,6.043076923076923,84.74950320889113,0.07130516043476866,29.65781666666667,0.8076923076923077,0.8423076923076922,0,0,,,0,0.6873228495078167,1.0276916092977424,10.862413852999522,RED
2026-04_Quantum_US30_SingleTrader,2020-12-01,391.52,18,0.6666666666666666,21.75111111111111,45.065705349997685,0.482653293500758,122.824425,0.7777777777777778,0.4722222222222222,1,0,hold_min_median,,0,1.2055961685453245,2.041001314649385,9.653106894087001,RED
2026-04_Quantum_US30_SingleTrader,2021-01-01,-360.96,26,0.2692307692307692,-13.883076923076922,51.34456495242555,-0.27039038963404594,48.649825,0.6923076923076923,0.6153846153846154,0,0,,,1,0.9970494793338662,2.04395972891509,10.06737477719783,RED
2026-04_Quantum_US30_SingleTrader,2021-02-01,126.54,19,0.5789473684210527,6.66,53.61438913409554,0.12422038388505371,107.40608333333333,0.631578947368421,0.7315789473684211,1,0,hold_min_median,,0,1.1754878791640577,1.5744673990419553,11.544700447637375,RED
2026-04_Quantum_US30_SingleTrader,2021-03-01,667.62,28,0.5,23.84357142857143,68.42648762719529,0.3484552876435395,99.31857500000001,0.8928571428571429,0.7857142857142857,0,0,,,0,0.7930423862677595,1.2073328106555212,13.356471208260839,RED
2026-04_Quantum_US30_SingleTrader,2021-04-01,546.41,23,0.7391304347826086,23.75695652173913,57.80748720260933,0.41096677387953967,185.00175,0.8260869565217391,0.8260869565217391,1,1,hold_min_median,hold_min_median,0,1.5087428907254083,3.112872587607002,13.47179798833186,RED
2026-04_Quantum_US30_SingleTrader,2021-05-01,8.960000000000008,22,0.36363636363636365,0.4072727272727276,55.090055293199626,0.007392853848215356,93.65344166666665,0.7727272727272727,0.5727272727272728,0,0,,,0,0.8715213813134033,1.7194309084618207,9.912337050273235,RED
2026-04_Quantum_US30_SingleTrader,2021-06-01,362.31,22,0.5454545454545454,16.468636363636364,79.14796356285602,0.2080740378185177,135.358725,0.7727272727272727,1.0272727272727273,1,0,hold_min_median,,0,0.8502569979901088,1.686969794218901,10.129174713481001,RED
2026-04_Quantum_US30_SingleTrader,2021-07-01,274.75,27,0.5925925925925926,10.175925925925926,59.57972940388749,0.17079510141685808,116.79508333333334,1.0,0.674074074074074,2,1,buy_share_high|hold_min_median,buy_share_high,0,1.2675852551355693,1.81260554799322,7.159311885978218,RED
2026-04_Quantum_US30_SingleTrader,2021-08-01,113.05999999999995,32,0.46875,3.5331249999999983,88.10032900372458,0.04010342571876922,112.04833333333335,0.78125,1.021875,1,0,hold_min_median,,0,0.8253377148162416,1.8404108704306212,7.457460640553842,RED
2026-04_Quantum_US30_SingleTrader,2021-10-01,-149.04999999999998,21,0.3333333333333333,-7.097619047619046,33.32561130793581,-0.21297791005348773,134.99663333333334,1.0,0.5,2,1,buy_share_high|hold_min_median,buy_share_high,1,1.5876267657284948,3.2793092167546396,7.058897780373396,RED
2026-04_Quantum_US30_SingleTrader,2021-11-01,-124.55999999999993,25,0.4,-4.9823999999999975,124.8223539101337,-0.03991592726721925,92.56925,0.6,1.4720000000000002,0,0,,,2,0.8594633356896734,1.680741908799583,7.353683048526411,RED
2026-04_Quantum_US30_SingleTrader,2021-12-01,66.24,16,0.5,4.14,58.762684191018145,0.07045287425166322,90.668375,0.75,0.65,0,0,,,0,0.8596125110228935,1.3518437300108341,8.216655062630796,RED
2026-04_Quantum_US30_SingleTrader,2022-01-01,894.7099999999999,27,0.48148148148148145,33.1374074074074,89.20591130777552,0.3714709812568107,14.382716666666665,0.8148148148148148,0.825925925925926,0,0,,,0,0.590182827387519,1.0008269289748584,9.075299928146794,RED
2026-04_Quantum_US30_SingleTrader,2022-02-01,1255.76,20,0.55,62.788,132.12984915564968,0.4751992104829802,17.439658333333334,0.55,1.345,0,0,,,0,1.1221638674128795,1.8759164062804436,10.538345272618537,RED
2026-04_Quantum_US30_SingleTrader,2022-03-01,963.62,14,0.5714285714285714,68.83,132.57216217824686,0.5191889373234797,25.548641666666665,0.9285714285714286,1.3571428571428572,0,0,,,0,1.2481642748412913,2.688430498567237,13.033381902046607,RED
2026-04_Quantum_US30_SingleTrader,2022-04-01,687.8,23,0.4782608695652174,29.904347826086955,131.4092919028901,0.22756646347494144,32.04318333333333,0.6956521739130435,1.3782608695652174,0,0,,,0,0.45043938093810093,0.6964740467337887,0.0,GREEN
2026-04_Quantum_US30_SingleTrader,2022-05-01,248.58999999999995,31,0.3870967741935484,8.019032258064515,119.46811140369462,0.06712278417934814,15.263499999999999,0.5806451612903226,1.2096774193548387,0,0,,,0,1.0819471651672659,1.8137239996267376,10.923800920167745,RED
2026-04_Quantum_US30_SingleTrader,2022-06-01,879.0699999999999,22,0.45454545454545453,39.95772727272727,174.11843262648281,0.22948591180144723,32.8857,0.7272727272727273,1.8318181818181818,0,0,,,0,0.43886601023963995,0.6980316346588399,10.44815402832281,RED
2026-04_Quantum_US30_SingleTrader,2022-07-01,56.82999999999998,34,0.3235294117647059,1.6714705882352934,129.1717805548535,0.01293990514844296,23.665733333333332,0.8823529411764706,1.3588235294117648,0,0,,,0,1.1469062056130421,1.9296453581834605,8.977629619536792,RED
2026-04_Quantum_US30_SingleTrader,2022-08-01,3071.31,33,0.6666666666666666,93.07,185.00344501859956,0.5030717130194148,87.18601666666667,0.6666666666666666,1.803030303030303,0,0,,,0,1.266661205543917,2.5214152591231334,9.061935164733683,RED
2026-04_Quantum_US30_SingleTrader,2022-09-01,-37.74,2,0.0,-18.87,0.4242640687119295,-44.477016536633734,5.87795,0.0,0.3,0,0,,,1,3.6407544639483036,5.972097395441139,10.179833995706563,RED
2026-04_Quantum_US30_SingleTrader,2022-10-01,50.46000000000002,21,0.38095238095238093,2.402857142857144,113.58822620073161,0.021154103935128333,26.2053,0.8571428571428571,1.3333333333333333,0,0,,,0,0.8389295722062323,1.601064440327754,12.664063093820749,RED
2026-04_Quantum_US30_SingleTrader,2022-11-01,695.2000000000003,27,0.4074074074074074,25.748148148148157,301.625164962651,0.08536472131341045,14.370016666666666,0.7777777777777778,3.022222222222222,0,0,,,0,0.5545867761248082,0.9340285060025558,10.412147126545356,RED
2026-04_Quantum_US30_SingleTrader,2022-12-01,477.87999999999994,23,0.4782608695652174,20.777391304347823,149.5328658984187,0.13894865974455683,88.48116666666667,0.6956521739130435,1.5999999999999999,0,0,,,0,0.460875315718474,0.8706726553167101,9.151913833167328,RED
2026-04_Quantum_US30_SingleTrader,2023-01-01,726.23,35,0.37142857142857144,20.74942857142857,195.40622515435794,0.10618611845675796,33.141016666666665,0.8285714285714286,1.9342857142857144,0,0,,,0,0.7739542161701841,1.671199834077477,8.876903402588615,RED
2026-04_Quantum_US30_SingleTrader,2023-02-01,1302.6399999999999,23,0.5217391304347826,56.63652173913043,223.39775175088892,0.2535232395815956,59.011383333333335,0.6956521739130435,2.573913043478261,0,0,,,0,0.45421517492963465,0.6050955774382819,9.098200036585506,RED
2026-04_Quantum_US30_SingleTrader,2023-03-01,5844.87,27,0.6666666666666666,216.47666666666666,279.9240179735593,0.7733408095303718,60.13938333333333,0.6296296296296297,3.2370370370370374,0,0,,,0,1.5994118907254078,1.9985529828920858,10.383276364143535,RED
2026-04_Quantum_US30_SingleTrader,2023-04-01,1677.73,24,0.5416666666666666,69.90541666666667,324.4758453256865,0.21544104953791066,117.35799166666666,0.9166666666666666,3.7583333333333333,1,0,hold_min_median,,0,1.1025302240940575,1.6217744064951016,10.477088445919081,RED
2026-04_Quantum_US30_SingleTrader,2023-05-01,1024.6499999999999,19,0.42105263157894735,53.92894736842104,304.57796133693546,0.177061226398987,37.91765,0.5789473684210527,2.8947368421052633,0,0,,,0,0.9453706998349924,1.2353789559663084,12.433855885838662,RED
2026-04_Quantum_US30_SingleTrader,2023-06-01,4198.47,32,0.5625,131.2021875,449.6566338436214,0.29178305761553297,43.46613333333333,0.9375,5.23125,0,0,,,0,1.5968685227563226,1.3712877896813367,12.494764880352221,RED
2026-04_Quantum_US30_SingleTrader,2023-07-01,2892.69,27,0.48148148148148145,107.13666666666667,349.4984618211997,0.3065440291450462,183.46081666666666,0.9259259259259259,3.6666666666666665,1,1,hold_min_median,hold_min_median,0,1.5154878708450252,3.1667746877124654,10.344664582638663,RED
2026-04_Quantum_US30_SingleTrader,2023-08-01,2115.77,35,0.45714285714285713,60.45057142857143,544.2429365260404,0.11107277168250222,80.33836666666666,0.6,5.731428571428571,0,0,,,0,1.473186873218961,2.4498395549421206,10.341999232321093,RED
2026-04_Quantum_US30_SingleTrader,2023-10-01,2078.01,25,0.44,83.1204,368.86844276878264,0.2253388752263155,28.022966666666665,0.76,3.6319999999999997,0,0,,,0,0.6991452721722269,0.6157109434464668,10.519972644310151,RED
2026-04_Quantum_US30_SingleTrader,2023-11-01,10279.98,34,0.4411764705882353,302.35235294117643,919.2229580830884,0.32892167268286054,111.548825,0.8529411764705882,9.158823529411764,1,0,hold_min_median,,0,3.074208062979193,2.3990085383410196,10.533714600777238,RED
2026-04_Quantum_US30_SingleTrader,2023-12-01,845.8,24,0.5416666666666666,35.24166666666667,382.26289895677894,0.09219222363154661,152.5004,0.75,4.645833333333333,1,0,hold_min_median,,0,1.023540358874017,2.219630831148433,8.843223457236233,RED
2026-04_Quantum_US30_SingleTrader,2024-01-01,704.77,33,0.36363636363636365,21.356666666666666,545.684349250248,0.03913740002990741,65.69441666666667,0.8181818181818182,5.824242424242424,0,0,,,0,1.193830496811943,1.773777374678666,8.946213803707806,RED
2026-04_Quantum_US30_SingleTrader,2024-02-01,5259.72,24,0.5,219.155,765.0662126446539,0.286452331024308,69.336275,0.6666666666666666,7.691666666666666,0,0,,,0,2.0174269438448458,0.8919446899222494,10.736209221076297,RED
2026-04_Quantum_US30_SingleTrader,2024-03-01,6227.36,12,0.75,518.9466666666666,557.2036606669109,0.9313410935698898,143.204925,0.75,7.541666666666667,1,0,hold_min_median,,0,4.121059285633481,3.677319862322549,8.805673918813952,RED
2026-04_Quantum_US30_SingleTrader,2024-04-01,5513.9800000000005,31,0.4838709677419355,177.87032258064517,837.961304705191,0.21226555639490174,39.22618333333333,0.7741935483870968,9.390322580645162,0,0,,,0,2.021793612737755,0.9941835007135856,10.566209914350514,RED
2026-04_Quantum_US30_SingleTrader,2024-05-01,5273.46,22,0.5,239.7027272727273,838.8270032848411,0.2857594311271012,63.26608333333333,0.4090909090909091,9.409090909090908,1,0,volume_mean,,0,2.7647935051233685,2.1872210934909746,12.482394713045853,RED
2026-04_Quantum_US30_SingleTrader,2024-06-01,11265.79,30,0.5,375.52633333333335,1248.574102092914,0.3007641538486661,56.77489166666667,0.8333333333333334,13.603333333333333,2,0,pnl_std|volume_mean,,0,3.558598783403713,1.3091845925654162,12.081062388847187,RED
2026-04_Quantum_US30_SingleTrader,2024-07-01,-4055.4400000000005,31,0.3225806451612903,-130.82064516129034,767.996993314147,-0.1703400485941467,35.2547,1.0,9.254838709677419,1,1,buy_share_high,buy_share_high,1,2.6348780613741414,2.1853476880707245,12.130986010174905,RED
2026-04_Quantum_US30_SingleTrader,2024-08-01,10061.46,35,0.4857142857142857,287.4702857142857,1313.421041314461,0.21887138752291327,26.1048,0.7142857142857143,13.117142857142857,2,0,pnl_std|volume_mean,,0,3.4411753249574835,1.87717118804066,12.179060604882674,RED
2026-04_Quantum_US30_SingleTrader,2024-09-01,258.3,1,1.0,258.3,,,40.13066666666667,0.0,2.1,0,0,,,0,4.728878105144828,7.444637726473994,12.225387028910761,RED
2026-04_Quantum_US30_SingleTrader,2024-10-01,8133.05,15,0.5333333333333333,542.2033333333334,1001.6909942739446,0.5412880183936748,36.11201666666667,0.6666666666666666,9.139999999999999,0,0,,,0,4.026056947171574,1.9352662079669587,12.270058934205746,RED
2026-04_Quantum_US30_SingleTrader,2024-11-01,4404.070000000001,27,0.3333333333333333,163.11370370370372,2316.9151503074554,0.07040124178999757,29.861333333333334,0.8518518518518519,23.433333333333334,2,0,pnl_std|volume_mean,,0,4.657422554581286,2.1233679780180226,10.380720463816985,RED
2026-04_Quantum_US30_SingleTrader,2024-12-01,10865.36,19,0.631578947368421,571.861052631579,1196.6910616635762,0.47786857523328385,69.36266666666667,0.5263157894736842,12.65263157894737,2,0,pnl_std|volume_mean,,0,4.870884291289516,2.164717682315554,10.375864883003867,RED
2026-04_Quantum_US30_SingleTrader,2025-01-01,26653.15,35,0.5714285714285714,761.5185714285715,1425.302757313941,0.5342854825200043,69.59113333333333,0.8285714285714286,14.034285714285714,2,0,pnl_std|volume_mean,,0,5.675787419568439,2.08619775559544,12.394988817917069,RED
2026-04_Quantum_US30_SingleTrader,2025-02-01,11188.0,25,0.44,447.52,2289.9996186517146,0.19542361332945846,27.536883333333332,0.6,23.528000000000002,2,0,pnl_std|volume_mean,,0,5.693231199601323,1.8117757651304789,10.497798598519744,RED
2026-04_Quantum_US30_SingleTrader,2025-03-01,14750.68,19,0.5263157894736842,776.3515789473685,2392.000002432328,0.3245616965543177,34.920116666666665,0.6842105263157895,24.41578947368421,2,0,pnl_std|volume_mean,,0,7.231352029987124,2.083472953962425,12.474193680690835,RED
2026-04_Quantum_US30_SingleTrader,2025-04-01,-3131.0099999999998,32,0.3125,-97.84406249999999,2113.716177452616,-0.04629006653954769,8.673191666666666,0.75,23.00625,2,0,pnl_std|volume_mean,,1,4.560649349278825,2.293832273307595,10.039814763490657,RED
2026-04_Quantum_US30_SingleTrader,2025-05-01,8549.43,28,0.5,305.3367857142857,1489.7030984283624,0.2049648591295918,33.146183333333326,0.8214285714285714,15.532142857142857,2,0,pnl_std|volume_mean,,0,3.634354621884459,1.024485627495756,10.173143655979063,RED
2026-04_Quantum_US30_SingleTrader,2025-06-01,35908.43,34,0.5294117647058824,1056.130294117647,2855.709678555732,0.3698311148533076,87.14987500000001,0.8823529411764706,30.41764705882353,2,2,pnl_std|volume_mean,pnl_std|volume_mean,0,9.477721979614728,3.3744309959375665,10.165044735797387,RED
2026-04_Quantum_US30_SingleTrader,2025-07-01,7611.85,20,0.4,380.59250000000003,2463.0784284409856,0.1545190342318484,37.38191666666667,0.85,24.53,2,0,pnl_std|volume_mean,,0,5.695483829795347,2.1022052652148995,8.784163093826612,RED
2026-04_Quantum_US30_SingleTrader,2025-08-01,56194.899999999994,26,0.6153846153846154,2161.3423076923073,3997.3200741690002,0.5406978344464014,44.368325,0.6538461538461539,41.1576923076923,2,2,pnl_std|volume_mean,pnl_std|volume_mean,0,15.646847388250894,5.157282484836036,10.55858387500424,RED
2026-04_Quantum_US30_SingleTrader,2025-09-01,534.5999999999999,2,0.5,267.29999999999995,770.0392847121502,0.34712514712794146,201.20845833333334,0.0,6.6,1,1,hold_min_median,hold_min_median,0,4.559392268901914,5.764578000095932,10.33887139318762,RED
2026-04_Quantum_US30_SingleTrader,2025-10-01,-7367.039999999999,20,0.3,-368.352,2139.650134338494,-0.17215524822888006,25.573516666666666,0.8,26.29,2,0,pnl_std|volume_mean,,1,5.866951787535597,3.3815781190666105,12.366019017523953,RED
2026-04_Quantum_US30_SingleTrader,2025-11-01,59626.479999999996,26,0.5769230769230769,2293.326153846154,6245.180587084461,0.3672153465968523,20.785725,0.6923076923076923,63.18076923076923,2,2,pnl_std|volume_mean,pnl_std|volume_mean,0,19.840806863404456,5.496429161279206,12.400429024479692,RED
2026-04_Quantum_US30_SingleTrader,2025-12-01,-8631.84,21,0.2857142857142857,-411.04,2880.488103000948,-0.14269803772901218,33.0229,0.6666666666666666,31.576190476190476,2,2,pnl_std|volume_mean,pnl_std|volume_mean,1,7.1656727898805785,3.1564984657505644,12.433855885838664,RED
2026-04_Quantum_US30_SingleTrader,2026-01-01,5438.96,34,0.4117647058823529,159.96941176470588,3639.7865218701386,0.04395021817996977,28.6802,0.8529411764705882,37.90294117647059,2,2,pnl_std|volume_mean,pnl_std|volume_mean,0,7.011237302803827,3.1784850337637502,12.46836013626184,RED
2026-04_Quantum_US30_SingleTrader,2026-02-01,37291.84,27,0.48148148148148145,1381.1792592592592,5522.897722592961,0.2500823532561826,24.328116666666666,0.5185185185185185,56.87777777777778,2,2,pnl_std|volume_mean,pnl_std|volume_mean,0,15.095617760669423,4.320604283430514,10.35135360870352,RED
