trader_id,n_trades,n_active_days,date_start,date_end,win_rate,expectancy,trade_std,e_sd,sqn,profit_factor,avg_win,avg_loss_abs,max_single_win,max_single_loss,max_drawdown_abs_closed_pnl,holding_min_mean,holding_min_median,buy_share,volume_mean
2026-04_Quantum_US30_SingleTrader,1823,925,2019-08-01 15:48:40.466000,2026-04-02 16:42:48.236000,0.4596818431157433,181.69685134393856,1650.4532993940304,0.11008905941819086,4.700428983564151,1.564127611207528,1095.9352028639619,596.1018680203047,12147.3,-6450.0,-55462.98999999999,86.36303059974401,50.574216666666665,0.7553483269336259,9.580087767416346
