"Label","Entry time (UTC+1)","Symbol","Quantity","Volume","Type","Entry price","Broker commission","Swaps","Closing price","Closing time (UTC+1)","Net $","Pips","Gross $","Balance $","ID"
"LONDON_1B1S","18/05/2023 14:55:20.567","US30","4.20 Lots","4.20 Indices","Sell","33292.3","0.00","0.00","33354.7","18/05/2023 15:06:51.685","-262.08","-62.4","-262.08","25 626.33","1968"
"RRL","18/05/2023 16:50:00.204","US30","2.00 Lots","2 Indices","Buy","33426.2","0.00","0.00","33354.8","18/05/2023 16:57:11.961","-142.80","-71.4","-142.80","25 353.73","1972"
"RRL","18/05/2023 16:55:00.163","US30","2.00 Lots","2 Indices","Buy","33429.2","0.00","0.00","33364.3","18/05/2023 16:57:11.856","-129.80","-64.9","-129.80","25 496.53","1971"
"LONDON_1B1S","19/05/2023 16:12:33.031","US30","4.10 Lots","4.10 Indices","Sell","33520.2","0.00","0.00","33396.6","19/05/2023 16:32:58.669","506.76","123.6","506.76","25 860.49","1974"
"LONDON_1B1S","22/05/2023 14:57:02.148","US30","4.20 Lots","4.20 Indices","Sell","33326.9","0.00","0.00","33203.8","22/05/2023 15:09:31.200","517.02","123.1","517.02","26 377.51","1976"
"RRL","23/05/2023 16:30:00.250","US30","2.10 Lots","2.10 Indices","Buy","33290.5","0.00","0.00","33228.5","23/05/2023 17:38:38.093","-130.20","-62","-130.20","26 247.31","1979"
"RRL","23/05/2023 16:35:00.081","US30","2.10 Lots","2.10 Indices","Buy","33283.5","0.00","0.00","33221.5","23/05/2023 17:47:55.160","-130.20","-62","-130.20","26 117.11","1980"
"LONDON_1B1S","25/05/2023 16:34:23.357","US30","4.20 Lots","4.20 Indices","Sell","32630.6","0.00","0.00","32693.3","25/05/2023 17:12:18.416","-263.34","-62.7","-263.34","25 853.77","1982"
"LONDON_1B1S","26/05/2023 16:23:27.974","US30","1.00 Lots","1 Indices","Buy","33012.8","0.00","0.00","33111.6","26/05/2023 20:55:00.115","98.80","98.8","98.80","25 952.57","1986"
"RRL","26/05/2023 16:50:00.161","US30","2.10 Lots","2.10 Indices","Buy","33070.3","0.00","0.00","33111.6","26/05/2023 20:55:00.115","86.73","41.3","86.73","26 039.30","1987"
"RRL","26/05/2023 16:55:00.188","US30","2.10 Lots","2.10 Indices","Buy","33058.3","0.00","0.00","33111.6","26/05/2023 20:55:00.115","111.93","53.3","111.93","26 151.23","1988"
"LONDON_1B1S","30/05/2023 14:37:39.227","US30","4.20 Lots","4.20 Indices","Sell","33035.0","0.00","0.00","32904.7","30/05/2023 16:20:50.401","547.26","130.3","547.26","26 698.49","1990"
"LONDON_1B1S","01/06/2023 16:15:36.459","US30","5.20 Lots","5.20 Indices","Buy","33001.4","0.00","0.00","33125.0","01/06/2023 17:02:44.189","642.72","123.6","642.72","27 341.21","1994"
"RRL","01/06/2023 16:30:00.065","US30","4.30 Lots","4.30 Indices","Buy","33013.4","0.00","0.00","33136.0","01/06/2023 17:20:56.927","527.18","122.6","527.18","27 868.39","1995"
"RRL","01/06/2023 16:35:00.235","US30","4.30 Lots","4.30 Indices","Buy","33029.4","0.00","0.00","33152.0","01/06/2023 20:03:21.428","527.18","122.6","527.18","28 395.57","1996"
"LONDON_1B1S","02/06/2023 14:35:00.148","US30","5.50 Lots","5.50 Indices","Buy","33344.2","0.00","0.00","33466.8","02/06/2023 14:48:02.868","674.30","122.6","674.30","29 069.87","1998"
"RRL","02/06/2023 16:30:00.122","US30","4.70 Lots","4.70 Indices","Buy","33651.8","0.00","0.00","33775.2","02/06/2023 19:36:23.615","579.98","123.4","579.98","29 649.85","2001"
"RRL","02/06/2023 16:35:00.553","US30","4.70 Lots","4.70 Indices","Buy","33655.8","0.00","0.00","33778.7","02/06/2023 19:36:51.827","577.63","122.9","577.63","30 227.48","2002"
"LONDON_1B1S","05/06/2023 14:55:10.538","US30","4.90 Lots","4.90 Indices","Sell","33751.4","0.00","0.00","33814.0","05/06/2023 15:01:15.530","-306.74","-62.6","-306.74","29 920.74","2004"
"LONDON_1B1S","06/06/2023 15:45:32.226","US30","5.80 Lots","5.80 Indices","Buy","33625.1","0.00","0.00","33563.1","06/06/2023 16:21:47.937","-359.60","-62","-359.60","29 561.14","2006"
"LONDON_1B1S","08/06/2023 14:35:00.207","US30","5.70 Lots","5.70 Indices","Buy","33730.1","0.00","0.00","33668.3","08/06/2023 14:40:32.521","-352.26","-61.8","-352.26","29 208.88","2008"
"RRL","08/06/2023 16:30:00.100","US30","4.70 Lots","4.70 Indices","Buy","33764.6","0.00","0.00","33887.1","08/06/2023 20:50:02.737","575.75","122.5","575.75","29 784.63","2011"
"RRL","08/06/2023 16:35:00.070","US30","4.70 Lots","4.70 Indices","Buy","33767.0","0.00","0.00","33846.6","08/06/2023 20:55:00.031","374.12","79.6","374.12","30 158.75","2012"
"LONDON_1B1S","09/06/2023 14:36:42.908","US30","5.80 Lots","5.80 Indices","Buy","33823.1","0.00","0.00","33946.0","09/06/2023 15:06:23.520","712.82","122.9","712.82","30 871.57","2014"
"LONDON_1B1S","12/06/2023 14:40:00.135","US30","6.00 Lots","6 Indices","Buy","34017.2","0.00","0.00","33955.0","12/06/2023 14:45:03.727","-373.20","-62.2","-373.20","30 498.37","2016"
"LONDON_1B1S","13/06/2023 14:38:47.586","US30","5.90 Lots","5.90 Indices","Buy","34209.3","0.00","0.00","34147.3","13/06/2023 15:17:19.491","-365.80","-62","-365.80","30 132.57","2018"
"LONDON_1B1S","15/06/2023 14:35:00.136","US30","5.80 Lots","5.80 Indices","Buy","34009.4","0.00","0.00","34132.1","15/06/2023 14:50:16.925","711.66","122.7","711.66","30 844.23","2020"
"RRL","15/06/2023 16:30:00.006","US30","5.00 Lots","5 Indices","Buy","34382.7","0.00","0.00","34319.0","15/06/2023 16:48:34.224","-318.50","-63.7","-318.50","30 525.73","2023"
"RRL","15/06/2023 16:35:00.049","US30","5.00 Lots","5 Indices","Buy","34358.4","0.00","0.00","34481.1","15/06/2023 19:44:23.479","613.50","122.7","613.50","31 139.23","2024"
"LONDON_1B1S","16/06/2023 15:30:00.103","US30","6.00 Lots","6 Indices","Buy","34534.1","0.00","0.00","34472.6","16/06/2023 15:40:14.082","-369.00","-61.5","-369.00","30 770.23","2026"
"LONDON_1B1S","20/06/2023 14:40:45.243","US30","5.00 Lots","5 Indices","Sell","34132.4","0.00","0.00","34009.5","20/06/2023 15:20:06.321","614.50","122.9","614.50","31 384.73","2028"
"LONDON_1B1S","22/06/2023 16:40:49.290","US30","6.10 Lots","6.10 Indices","Buy","33935.1","0.00","0.00","33872.2","22/06/2023 17:08:42.736","-383.69","-62.9","-383.69","31 001.04","2030"
"RRL","23/06/2023 17:30:00.045","US30","5.00 Lots","5 Indices","Buy","33801.7","0.00","0.00","33740.1","23/06/2023 19:37:19.551","-308.00","-61.6","-308.00","30 693.04","2033"
"RRL","23/06/2023 17:35:00.104","US30","5.00 Lots","5 Indices","Buy","33795.5","0.00","0.00","33733.1","23/06/2023 19:38:30.040","-312.00","-62.4","-312.00","30 381.04","2034"
"LONDON_1B1S","26/06/2023 14:44:24.323","US30","5.90 Lots","5.90 Indices","Buy","33793.0","0.00","0.00","33730.7","26/06/2023 14:58:31.092","-367.57","-62.3","-367.57","30 013.47","2036"
"LONDON_1B1S","27/06/2023 14:38:49.255","US30","5.80 Lots","5.80 Indices","Buy","33847.4","0.00","0.00","33785.4","27/06/2023 14:48:04.446","-359.60","-62","-359.60","29 653.87","2038"
"RRL","27/06/2023 16:45:00.160","US30","4.80 Lots","4.80 Indices","Buy","33874.6","0.00","0.00","33950.6","27/06/2023 20:55:00.040","364.80","76","364.80","30 018.67","2041"
"RRL","27/06/2023 16:50:00.104","US30","4.80 Lots","4.80 Indices","Buy","33868.3","0.00","0.00","33950.6","27/06/2023 20:55:00.040","395.04","82.3","395.04","30 413.71","2042"
"LONDON_1B1S","29/06/2023 15:06:11.542","US30","5.90 Lots","5.90 Indices","Buy","34041.8","0.00","0.00","33978.9","29/06/2023 15:45:59.748","-371.11","-62.9","-371.11","30 042.60","2044"
"RRL","29/06/2023 16:30:00.115","US30","4.80 Lots","4.80 Indices","Buy","34066.2","0.00","0.00","34095.7","29/06/2023 20:55:00.100","141.60","29.5","141.60","30 184.20","2047"
"RRL","29/06/2023 16:35:00.087","US30","4.80 Lots","4.80 Indices","Buy","34060.3","0.00","0.00","34095.7","29/06/2023 20:55:00.100","169.92","35.4","169.92","30 354.12","2048"
"LONDON_1B1S","30/06/2023 15:30:00.140","US30","5.90 Lots","5.90 Indices","Buy","34379.4","0.00","0.00","34317.4","30/06/2023 15:42:01.828","-365.80","-62","-365.80","29 988.32","2050"
"RRL","30/06/2023 17:30:00.025","US30","4.80 Lots","4.80 Indices","Buy","34386.3","0.00","0.00","34477.1","30/06/2023 20:55:00.115","435.84","90.8","435.84","30 424.16","2053"
"RRL","30/06/2023 17:35:00.057","US30","4.80 Lots","4.80 Indices","Buy","34378.6","0.00","0.00","34477.1","30/06/2023 20:55:00.115","472.80","98.5","472.80","30 896.96","2054"
"RRL","07/07/2023 17:30:00.137","US30","2.50 Lots","2.50 Indices","Buy","33936.0","0.00","0.00","33874.2","07/07/2023 20:18:56.375","-154.50","-61.8","-154.50","30 588.46","2058"
"RRL","07/07/2023 17:35:00.178","US30","2.50 Lots","2.50 Indices","Buy","33958.3","0.00","0.00","33896.7","07/07/2023 20:17:11.128","-154.00","-61.6","-154.00","30 742.96","2057"
"LONDON_1B1S","10/07/2023 14:35:00.084","US30","4.90 Lots","4.90 Indices","Buy","33847.7","0.00","0.00","33931.5","10/07/2023 20:55:00.037","410.62","83.8","410.62","30 999.08","2060"
"LONDON_1B1S","11/07/2023 14:35:00.030","US30","5.00 Lots","5 Indices","Buy","34112.5","0.00","0.00","34050.8","11/07/2023 14:43:08.598","-308.50","-61.7","-308.50","30 690.58","2062"
"RRL","11/07/2023 16:55:00.084","US30","2.40 Lots","2.40 Indices","Buy","34152.1","0.00","0.00","34275.9","11/07/2023 20:49:31.124","297.12","123.8","297.12","30 987.70","2065"
"RRL","11/07/2023 17:30:00.122","US30","2.40 Lots","2.40 Indices","Buy","34157.6","0.00","0.00","34281.3","11/07/2023 20:49:44.114","296.88","123.7","296.88","31 284.58","2066"
"LONDON_1B1S","13/07/2023 14:35:00.247","US30","5.00 Lots","5 Indices","Buy","34481.9","0.00","0.00","34418.2","13/07/2023 15:47:46.426","-318.50","-63.7","-318.50","30 966.08","2068"
"LONDON_1B1S","17/07/2023 14:45:30.034","US30","5.00 Lots","5 Indices","Buy","34522.3","0.00","0.00","34645.3","17/07/2023 20:19:06.561","615.00","123","615.00","31 581.08","2072"
"RRL","17/07/2023 17:30:00.097","US30","2.50 Lots","2.50 Indices","Buy","34591.5","0.00","0.00","34643.9","17/07/2023 20:55:00.115","131.00","52.4","131.00","31 712.08","2073"
"RRL","17/07/2023 17:35:00.041","US30","2.50 Lots","2.50 Indices","Buy","34587.3","0.00","0.00","34643.9","17/07/2023 20:55:00.115","141.50","56.6","141.50","31 853.58","2074"
"LONDON_1B1S","18/07/2023 14:35:36.244","US30","5.10 Lots","5.10 Indices","Buy","34656.5","0.00","0.00","34779.3","18/07/2023 14:56:15.119","626.28","122.8","626.28","32 479.86","2076"
"RRL","18/07/2023 16:35:00.055","US30","2.60 Lots","2.60 Indices","Buy","34970.4","0.00","0.00","34991.8","18/07/2023 20:55:00.070","55.64","21.4","55.64","32 535.50","2079"
"RRL","18/07/2023 16:45:00.184","US30","2.60 Lots","2.60 Indices","Buy","34969.3","0.00","0.00","34991.8","18/07/2023 20:55:00.070","58.50","22.5","58.50","32 594.00","2080"
"LONDON_1B1S","20/07/2023 14:35:00.018","US30","5.20 Lots","5.20 Indices","Buy","35227.0","0.00","0.00","35350.0","20/07/2023 15:54:59.916","639.60","123","639.60","33 233.60","2082"
"RRL","20/07/2023 16:30:00.006","US30","2.70 Lots","2.70 Indices","Buy","35350.5","0.00","0.00","35287.7","20/07/2023 19:00:21.285","-169.56","-62.8","-169.56","32 897.99","2086"
"RRL","20/07/2023 16:35:00.144","US30","2.70 Lots","2.70 Indices","Buy","35354.4","0.00","0.00","35292.9","20/07/2023 18:59:13.019","-166.05","-61.5","-166.05","33 067.55","2085"
"LONDON_1B1S","24/07/2023 14:35:00.092","US30","5.30 Lots","5.30 Indices","Buy","35369.8","0.00","0.00","35493.0","24/07/2023 19:01:33.698","652.96","123.2","652.96","33 550.95","2090"
"RRL","24/07/2023 16:40:00.045","US30","2.60 Lots","2.60 Indices","Buy","35444.8","0.00","0.00","35443.9","24/07/2023 20:55:00.096","-2.34","-0.9","-2.34","33 548.61","2091"
"RRL","24/07/2023 17:30:00.187","US30","2.60 Lots","2.60 Indices","Buy","35459.6","0.00","0.00","35443.9","24/07/2023 20:55:00.096","-40.82","-15.7","-40.82","33 507.79","2092"
"RRL","25/07/2023 17:30:00.056","US30","2.70 Lots","2.70 Indices","Buy","35503.9","0.00","0.00","35500.3","25/07/2023 20:55:00.115","-9.72","-3.6","-9.72","33 498.07","2095"
"RRL","25/07/2023 17:35:00.215","US30","2.70 Lots","2.70 Indices","Buy","35502.8","0.00","0.00","35500.3","25/07/2023 20:55:00.115","-6.75","-2.5","-6.75","33 491.32","2096"
"RRL","27/07/2023 18:35:00.077","US30","5.40 Lots","5.40 Indices","Sell","35521.4","0.00","0.00","35397.3","27/07/2023 19:25:34.261","670.14","124.1","670.14","34 161.46","2099"
"RRL","27/07/2023 18:40:00.052","US30","5.40 Lots","5.40 Indices","Sell","35502.7","0.00","0.00","35379.7","27/07/2023 19:27:12.003","664.20","123","664.20","34 825.66","2100"
"LONDON_1B1S","28/07/2023 15:30:37.848","US30","5.60 Lots","5.60 Indices","Buy","35501.9","0.00","0.00","35438.8","28/07/2023 18:34:05.497","-353.36","-63.1","-353.36","34 127.90","2106"
"RRL","28/07/2023 16:30:00.140","US30","2.80 Lots","2.80 Indices","Buy","35571.6","0.00","0.00","35510.1","28/07/2023 17:02:30.253","-172.20","-61.5","-172.20","34 653.46","2104"
"RRL","28/07/2023 16:35:00.019","US30","2.80 Lots","2.80 Indices","Buy","35551.4","0.00","0.00","35489.9","28/07/2023 18:07:05.611","-172.20","-61.5","-172.20","34 481.26","2105"
"LONDON_1B1S","31/07/2023 14:50:08.383","US30","5.50 Lots","5.50 Indices","Buy","35573.0","0.00","0.00","35511.5","31/07/2023 14:55:52.949","-338.25","-61.5","-338.25","33 789.65","2108"
"LONDON_1B1S","01/08/2023 14:35:00.067","US30","8.20 Lots","8.20 Indices","Buy","35659.9","0.00","0.00","35598.4","01/08/2023 15:18:56.564","-504.30","-61.5","-504.30","33 285.35","2110"
"LONDON_1B1S","03/08/2023 14:41:06.355","US30","6.40 Lots","6.40 Indices","Sell","35150.3","0.00","0.00","35212.3","03/08/2023 14:54:39.939","-396.80","-62","-396.80","32 888.55","2112"
"RRL","03/08/2023 16:45:00.114","US30","2.60 Lots","2.60 Indices","Buy","35270.6","0.00","0.00","35251.6","03/08/2023 20:55:00.092","-49.40","-19","-49.40","32 839.15","2115"
"RRL","03/08/2023 16:50:00.061","US30","2.60 Lots","2.60 Indices","Buy","35281.7","0.00","0.00","35251.6","03/08/2023 20:55:00.092","-78.26","-30.1","-78.26","32 760.89","2116"
"LONDON_1B1S","04/08/2023 14:35:00.025","US30","7.90 Lots","7.90 Indices","Buy","35389.3","0.00","0.00","35327.6","04/08/2023 15:05:01.234","-487.43","-61.7","-487.43","32 273.46","2118"
"RRL","04/08/2023 16:50:00.058","US30","2.60 Lots","2.60 Indices","Buy","35455.3","0.00","0.00","35392.3","04/08/2023 18:58:56.843","-163.80","-63","-163.80","32 109.66","2121"
"RRL","04/08/2023 16:55:00.200","US30","2.60 Lots","2.60 Indices","Buy","35448.8","0.00","0.00","35385.4","04/08/2023 18:58:58.768","-164.84","-63.4","-164.84","31 944.82","2122"
"LONDON_1B1S","07/08/2023 14:35:00.080","US30","7.70 Lots","7.70 Indices","Buy","35354.5","0.00","0.00","35477.7","07/08/2023 18:13:15.294","948.64","123.2","948.64","32 893.46","2126"
"RRL","07/08/2023 16:30:00.132","US30","2.50 Lots","2.50 Indices","Buy","35393.7","0.00","0.00","35517.1","07/08/2023 19:01:17.356","308.50","123.4","308.50","33 201.96","2127"
"RRL","07/08/2023 16:35:00.118","US30","2.50 Lots","2.50 Indices","Buy","35393.9","0.00","0.00","35517.0","07/08/2023 19:01:17.474","307.75","123.1","307.75","33 509.71","2128"
"LONDON_1B1S","08/08/2023 14:36:05.924","US30","6.50 Lots","6.50 Indices","Sell","35205.1","0.00","0.00","35082.2","08/08/2023 15:14:00.822","798.85","122.9","798.85","34 308.56","2130"
"LONDON_1B1S","10/08/2023 14:35:00.008","US30","8.30 Lots","8.30 Indices","Buy","35437.2","0.00","0.00","35559.7","10/08/2023 14:59:26.934","1 016.75","122.5","1 016.75","35 325.31","2132"
"LONDON_1B1S","11/08/2023 15:30:00.047","US30","8.60 Lots","8.60 Indices","Buy","35315.2","0.00","0.00","35253.7","11/08/2023 16:07:49.711","-528.90","-61.5","-528.90","34 796.41","2134"
"RRL","11/08/2023 16:30:00.082","US30","2.80 Lots","2.80 Indices","Buy","35220.3","0.00","0.00","35275.8","11/08/2023 20:55:00.067","155.40","55.5","155.40","34 951.81","2137"
"RRL","11/08/2023 16:35:00.057","US30","2.80 Lots","2.80 Indices","Buy","35225.0","0.00","0.00","35275.8","11/08/2023 20:55:00.067","142.24","50.8","142.24","35 094.05","2138"
"LONDON_1B1S","14/08/2023 14:47:16.110","US30","6.80 Lots","6.80 Indices","Sell","35229.2","0.00","0.00","35290.7","14/08/2023 15:13:09.190","-418.20","-61.5","-418.20","34 675.85","2140"
"LONDON_1B1S","15/08/2023 15:09:08.795","US30","6.70 Lots","6.70 Indices","Sell","35006.1","0.00","0.00","35068.3","15/08/2023 16:07:49.573","-416.74","-62.2","-416.74","34 259.11","2142"
"LONDON_1B1S","17/08/2023 14:36:51.987","US30","8.30 Lots","8.30 Indices","Buy","34873.5","0.00","0.00","34811.6","17/08/2023 14:54:57.724","-513.77","-61.9","-513.77","33 745.34","2144"
"RRL","17/08/2023 18:35:00.152","US30","6.50 Lots","6.50 Indices","Sell","34674.3","0.00","0.00","34545.0","17/08/2023 19:55:20.454","840.45","129.3","840.45","34 585.79","2147"
"RRL","17/08/2023 18:50:00.012","US30","6.50 Lots","6.50 Indices","Sell","34655.8","0.00","0.00","34531.3","17/08/2023 19:56:45.294","809.25","124.5","809.25","35 395.04","2148"
"RRL","18/08/2023 16:30:00.095","US30","2.80 Lots","2.80 Indices","Buy","34482.3","0.00","0.00","34499.7","18/08/2023 20:55:00.051","48.72","17.4","48.72","35 269.32","2152"
"RRL","18/08/2023 16:35:00.047","US30","2.80 Lots","2.80 Indices","Buy","34488.0","0.00","0.00","34425.7","18/08/2023 18:25:13.481","-174.44","-62.3","-174.44","35 220.60","2151"
"LONDON_1B1S","21/08/2023 14:50:44.159","US30","6.80 Lots","6.80 Indices","Sell","34475.7","0.00","0.00","34353.0","21/08/2023 15:29:51.712","834.36","122.7","834.36","36 103.68","2154"
"LONDON_1B1S","22/08/2023 14:35:00.376","US30","7.00 Lots","7 Indices","Sell","34454.2","0.00","0.00","34516.5","22/08/2023 14:37:22.869","-436.10","-62.3","-436.10","35 667.58","2156"
"RRL","22/08/2023 18:20:00.006","US30","6.90 Lots","6.90 Indices","Sell","34281.9","0.00","0.00","34344.1","22/08/2023 19:35:02.488","-429.18","-62.2","-429.18","35 238.40","2159"
"RRL","22/08/2023 18:25:00.090","US30","6.90 Lots","6.90 Indices","Sell","34284.4","0.00","0.00","34346.1","22/08/2023 19:35:05.573","-425.73","-61.7","-425.73","34 812.67","2160"
"LONDON_1B1S","24/08/2023 14:53:09.988","US30","8.40 Lots","8.40 Indices","Buy","34584.5","0.00","0.00","34522.0","24/08/2023 15:13:34.098","-525.00","-62.5","-525.00","34 287.67","2162"
"RRL","24/08/2023 18:20:00.265","US30","6.60 Lots","6.60 Indices","Sell","34236.6","0.00","0.00","34133.7","24/08/2023 20:55:00.076","679.14","102.9","679.14","34 966.81","2165"
"RRL","24/08/2023 18:25:00.101","US30","6.60 Lots","6.60 Indices","Sell","34232.0","0.00","0.00","34133.7","24/08/2023 20:55:00.076","648.78","98.3","648.78","35 615.59","2166"
"LONDON_1B1S","25/08/2023 15:30:00.035","US30","6.90 Lots","6.90 Indices","Sell","34119.1","0.00","0.00","34181.8","25/08/2023 16:10:17.189","-432.63","-62.7","-432.63","35 182.96","2168"
"LONDON_1B1S","28/08/2023 14:35:00.012","US30","8.50 Lots","8.50 Indices","Buy","34598.5","0.00","0.00","34533.3","28/08/2023 16:05:42.280","-554.20","-65.2","-554.20","34 628.76","2170"
"LONDON_1B1S","29/08/2023 14:46:00.789","US30","8.40 Lots","8.40 Indices","Buy","34663.7","0.00","0.00","34786.3","29/08/2023 16:45:03.385","1 029.84","122.6","1 029.84","35 658.60","2174"
"RRL","29/08/2023 16:30:00.138","US30","2.80 Lots","2.80 Indices","Buy","34716.8","0.00","0.00","34839.3","29/08/2023 18:40:19.266","343.00","122.5","343.00","36 001.60","2175"
"RRL","29/08/2023 16:35:00.059","US30","2.80 Lots","2.80 Indices","Buy","34734.8","0.00","0.00","34857.7","29/08/2023 20:42:40.669","344.12","122.9","344.12","36 345.72","2176"
"LONDON_1B1S","31/08/2023 14:47:52.600","US30","7.00 Lots","7 Indices","Sell","34959.0","0.00","0.00","35021.9","31/08/2023 14:56:34.929","-440.30","-62.9","-440.30","35 905.42","2178"
"RRL","02/10/2023 16:35:00.094","US30","2.90 Lots","2.90 Indices","Buy","33477.4","0.00","0.00","33415.4","02/10/2023 16:41:25.464","-179.80","-62","-179.80","35 725.62","2180"
"RRL","06/10/2023 16:30:00.002","US30","2.90 Lots","2.90 Indices","Buy","33226.1","0.00","0.00","33349.8","06/10/2023 16:43:33.479","358.73","123.7","358.73","36 084.35","2183"
"RRL","06/10/2023 16:35:00.125","US30","2.90 Lots","2.90 Indices","Buy","33275.2","0.00","0.00","33400.8","06/10/2023 16:56:53.174","364.24","125.6","364.24","36 448.59","2184"
"RRL","09/10/2023 17:30:00.358","US30","2.90 Lots","2.90 Indices","Buy","33393.2","0.00","0.00","33330.6","09/10/2023 17:58:01.736","-181.54","-62.6","-181.54","36 088.70","2188"
"RRL","09/10/2023 17:35:00.347","US30","2.90 Lots","2.90 Indices","Buy","33409.3","0.00","0.00","33347.8","09/10/2023 17:44:46.005","-178.35","-61.5","-178.35","36 270.24","2187"
"RRL","10/10/2023 16:30:00.093","US30","2.90 Lots","2.90 Indices","Buy","33814.4","0.00","0.00","33752.9","10/10/2023 18:12:39.728","-178.35","-61.5","-178.35","35 730.55","2192"
"RRL","10/10/2023 16:35:00.031","US30","2.90 Lots","2.90 Indices","Buy","33822.8","0.00","0.00","33760.8","10/10/2023 18:05:24.488","-179.80","-62","-179.80","35 908.90","2191"
"RRL","12/10/2023 18:15:00.064","US30","5.80 Lots","5.80 Indices","Sell","33600.2","0.00","0.00","33477.4","12/10/2023 18:59:07.885","712.24","122.8","712.24","36 442.79","2195"
"RRL","12/10/2023 18:20:00.040","US30","5.80 Lots","5.80 Indices","Sell","33595.3","0.00","0.00","33472.5","12/10/2023 19:04:37.591","712.24","122.8","712.24","37 155.03","2196"
"RRL","13/10/2023 18:35:00.145","US30","6.00 Lots","6 Indices","Sell","33539.5","0.00","0.00","33601.0","13/10/2023 18:41:56.264","-369.00","-61.5","-369.00","36 786.03","2198"
"RRL","16/10/2023 16:30:00.053","US30","2.90 Lots","2.90 Indices","Buy","34046.3","0.00","0.00","33984.1","16/10/2023 16:42:32.415","-180.38","-62.2","-180.38","36 605.65","2201"
"RRL","16/10/2023 16:35:00.068","US30","2.90 Lots","2.90 Indices","Buy","34034.2","0.00","0.00","33972.3","16/10/2023 16:46:22.654","-179.51","-61.9","-179.51","36 426.14","2202"
"RRL","17/10/2023 16:30:00.036","US30","2.90 Lots","2.90 Indices","Buy","33988.4","0.00","0.00","34111.5","17/10/2023 17:02:32.588","356.99","123.1","356.99","36 783.13","2205"
"RRL","17/10/2023 16:35:00.076","US30","2.90 Lots","2.90 Indices","Buy","34003.8","0.00","0.00","34127.4","17/10/2023 17:27:36.097","358.44","123.6","358.44","37 141.57","2206"
"RRL","19/10/2023 18:00:00.130","US30","3.00 Lots","3 Indices","Buy","33745.9","0.00","0.00","33683.1","19/10/2023 18:25:09.715","-188.40","-62.8","-188.40","36 765.97","2210"
"RRL","19/10/2023 18:05:00.101","US30","3.00 Lots","3 Indices","Buy","33754.7","0.00","0.00","33692.3","19/10/2023 18:25:06.570","-187.20","-62.4","-187.20","36 954.37","2209"
"RRL","23/10/2023 16:30:00.124","US30","2.90 Lots","2.90 Indices","Buy","33125.4","0.00","0.00","33061.6","23/10/2023 17:19:48.773","-185.02","-63.8","-185.02","36 393.03","2214"
"RRL","23/10/2023 16:35:00.005","US30","2.90 Lots","2.90 Indices","Buy","33144.1","0.00","0.00","33079.3","23/10/2023 16:47:42.781","-187.92","-64.8","-187.92","36 578.05","2213"
"RRL","26/10/2023 18:30:00.003","US30","5.90 Lots","5.90 Indices","Sell","32752.3","0.00","0.00","32816.1","26/10/2023 18:46:13.512","-376.42","-63.8","-376.42","36 016.61","2216"
"RRL","27/10/2023 18:15:00.043","US30","5.80 Lots","5.80 Indices","Sell","32459.9","0.00","0.00","32337.0","27/10/2023 19:55:21.894","712.82","122.9","712.82","36 729.43","2219"
"RRL","27/10/2023 18:20:00.015","US30","5.80 Lots","5.80 Indices","Sell","32443.5","0.00","0.00","32319.0","27/10/2023 19:57:06.957","722.10","124.5","722.10","37 451.53","2220"
"RRL","30/10/2023 17:30:00.035","US30","3.00 Lots","3 Indices","Buy","32735.8","0.00","0.00","32859.1","30/10/2023 18:26:53.031","369.90","123.3","369.90","37 636.93","2224"
"RRL","30/10/2023 17:35:00.069","US30","3.00 Lots","3 Indices","Buy","32759.1","0.00","0.00","32697.6","30/10/2023 17:46:08.880","-184.50","-61.5","-184.50","37 267.03","2223"
"RRL","31/10/2023 18:05:00.082","US30","3.00 Lots","3 Indices","Buy","32951.5","0.00","0.00","33019.9","31/10/2023 20:55:00.025","205.20","68.4","205.20","37 842.13","2227"
"RRL","31/10/2023 18:10:00.036","US30","3.00 Lots","3 Indices","Buy","32972.8","0.00","0.00","33019.9","31/10/2023 20:55:00.025","141.30","47.1","141.30","37 983.43","2228"
"LONDON_1B1S","02/11/2023 15:28:51.529","US30","12.30 Lots","12.30 Indices","Buy","33573.6","0.00","0.00","33696.3","02/11/2023 18:11:57.490","1 509.21","122.7","1 509.21","39 492.64","2232"
"RRL","02/11/2023 17:45:00.120","US30","6.10 Lots","6.10 Indices","Buy","33666.8","0.00","0.00","33789.3","02/11/2023 20:39:38.144","747.25","122.5","747.25","40 239.89","2233"
"RRL","02/11/2023 17:50:00.053","US30","6.10 Lots","6.10 Indices","Buy","33680.4","0.00","0.00","33803.0","02/11/2023 20:49:44.160","747.86","122.6","747.86","40 987.75","2234"
"LONDON_1B1S","03/11/2023 16:44:47.275","US30","13.30 Lots","13.30 Indices","Buy","34060.4","0.00","0.00","34054.0","03/11/2023 20:55:00.028","-85.12","-6.4","-85.12","40 902.63","2238"
"RRL","03/11/2023 17:30:00.031","US30","6.60 Lots","6.60 Indices","Buy","34087.1","0.00","0.00","34054.0","03/11/2023 20:55:00.028","-218.46","-33.1","-218.46","40 684.17","2239"
"RRL","03/11/2023 17:35:00.094","US30","6.60 Lots","6.60 Indices","Buy","34105.3","0.00","0.00","34054.0","03/11/2023 20:55:00.028","-338.58","-51.3","-338.58","40 345.59","2240"
